Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price,Rarity,Price
2,2,Inexorable Tide,Scars of Mirrodin,35,Near Mint,English,,,,,,,,75,Rare,$0.66
1,0,Infernal Harvest,Visions,12,Near Mint,English,,,,,,,,,Common,$0.15
1,0,Infernal Medusa,Legends,22,Good (Lightly Played),English,,,,,,,,,Uncommon,$1.34
1,0,Infernal Medusa,Legends,22,Near Mint,English,,,,,,,,,Uncommon,$1.34
1,0,Infernal Spawn of Evil,Unglued,33,Near Mint,English,,,,,,,,,Rare,$2.22
1,0,Infernal Tribute,Weatherlight,15,Near Mint,English,,,,,,,,,Rare,$1.07
2,0,Inferno,The Dark,70,Good (Lightly Played),English,,,,,,,,,Rare,$0.87
15,0,Infiltrate,Nemesis,33,Near Mint,English,,,,,,,,,Common,$0.14
22,8,Infinite Obliteration,Magic Origins,103,Near Mint,English,,,,,,,,175,Rare,$1.62
22,8,Infinite Reflection,Avacyn Restored,61,Near Mint,English,,,,,,,,50,Rare,$0.37
5,0,Inflame,Prophecy,91,Near Mint,English,,,,,,,,,Common,$0.14
3,0,Infuse,Ice Age,80,Near Mint,English,,,,,,,,,Common,$0.14
5,0,Initiates of the Ebon Hand,Fallen Empires,16,Near Mint,English,,,,,,,,,Common,$0.14
4,0,Initiates of the Ebon Hand,Fallen Empires,17,Near Mint,English,,,,,,,,,Common,$0.16
7,0,Initiates of the Ebon Hand,Fallen Empires,18,Near Mint,English,,,,,,,,,Common,$0.16
2,2,Inkmoth Nexus,Mirrodin Besieged,145,Near Mint,English,,,,,,,,2725,Rare,$27.47
5,0,Inquisition,The Dark,9,Near Mint,English,,,,,,,,,Common,$0.14
1,1,Inquisition of Kozilek,Rise of the Eldrazi,115,Near Mint,English,,,,,,,,1400,Uncommon,$14.88
10,0,Insolence,Planeshift,63,Near Mint,English,,,,,,,,,Common,$0.14
2,0,Instigator,Mercadian Masques,140,Near Mint,English,,,,,,,,,Rare,$0.30
28,8,Instigator Gang,Innistrad,149,Near Mint,English,,,,,,,,75,Rare,$0.85
3,0,Instill Energy,Revised Edition,110,Near Mint,English,,,,,,,,,Uncommon,$0.23
4,0,Insubordination,Mercadian Masques,141,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Intervene,Urza's Legacy,33,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Intimidation,Mercadian Masques,142,Near Mint,English,,,,,,,,,Uncommon,$0.22
12,8,Into the Wilds,Magic 2014 Core Set,180,Near Mint,English,,,,,,,,50,Rare,$0.43
1,0,Intrepid Hero,Urza's Saga,19,Near Mint,English,,,,,,,,,Rare,$1.02
12,8,Intrepid Hero,Magic 2013,20,Near Mint,English,,,,,,,,75,Rare,$0.80
7,7,Invader Parasite,New Phyrexia,87,Near Mint,English,,,,,,,,25,Rare,$0.32
15,8,Inverter of Truth,Oath of the Gatewatch,72,Near Mint,English,,,,,,,,100,MythicRare,$0.97
4,0,Invigorate,Mercadian Masques,254,Near Mint,English,,,,,,,,,Common,$0.83
3,0,Inviolability,Mercadian Masques,23,Near Mint,English,,,,,,,,,Common,$0.20
2,0,Invisibility,Unlimited Edition,60,Near Mint,English,,,,,,,,,Common,$0.36
1,0,Invisibility,Unlimited Edition,60,Good (Lightly Played),English,,,,,,,,,Common,$0.36
2,0,Invisibility,Unlimited Edition,60,Played,English,,,,,,,,,Common,$0.36
13,8,Invocation of Saint Traft,Shadows over Innistrad,246,Near Mint,English,,,,,,,,25,Rare,$0.33
32,8,Ire Shaman,Dragons of Tarkir,141,Near Mint,English,,,,,,,,50,Rare,$0.38
1,1,"Iroas, God of Victory",Journey into Nyx,150,Near Mint,English,,,,,,,,775,MythicRare,$7.97
1,0,Iron Lance,Mercadian Masques,300,Near Mint,English,,,,,,,,,Uncommon,$0.17
2,0,Iron Star,Revised Edition,252,Good (Lightly Played),English,,,,,,,,,Uncommon,$0.16
7,0,Ironroot Treefolk,Revised Edition,111,Near Mint,English,,,,,,,,,Common,$0.13
1,0,Ironroot Treefolk,Fourth Edition,137,Near Mint,English,,,,,,,,,Common,$0.15
6,0,Irrigation Ditch,Invasion,324,Near Mint,English,,,,,,,,,Common,$0.16
1,1,Island,Unhinged,137,Near Mint,English,,,,,,,,0,BasicLand,$9.98
1,0,Island Fish Jasconius,Revised Edition,61,Near Mint,English,,,,,,,,,Rare,$0.30
10,8,Isolated Chapel,Innistrad,242,Near Mint,English,,,,,,,,350,Rare,$3.53
40,8,"Isperia, Supreme Judge",Return to Ravnica,171,Near Mint,English,,,,,,,,75,MythicRare,$0.78
1,0,Ivory Cup,Limited Edition Beta,253,Played,English,,,,,,,,,Uncommon,$1.93
2,0,Ivory Cup,Revised Edition,253,Near Mint,English,,,,,,,,,Uncommon,$0.15
1,0,Ivory Mask,Mercadian Masques,24,Near Mint,English,,,,,,,,,Rare,$0.76
1,0,Ivory Tower,Revised Edition,254,Played,English,,,,,,,,,Rare,$1.28
20,8,Ivorytusk Fortress,Khans of Tarkir,179,Near Mint,English,,,,,,,,25,Rare,$0.27
1,0,Jabari's Banner,Weatherlight,150,Near Mint,English,,,,,,,,,Uncommon,$0.21
1,1,Jace's Archivist,Magic 2012,59,Near Mint,English,,,,,,,,50,Rare,$0.41
18,8,Jace's Mindseeker,Magic 2014 Core Set,61,Near Mint,English,,,,,,,,25,Rare,$0.26
21,8,Jace's Sanctum,Magic Origins,61,Near Mint,English,,,,,,,,50,Rare,$0.50
1,1,"Jace, Memory Adept",Magic 2012,58,Near Mint,English,,,,,,,,625,MythicRare,$6.17
4,4,"Jace, Memory Adept",Magic 2014 Core Set,60,Near Mint,English,,,,,,,,600,MythicRare,$6.19
6,6,"Jace, the Living Guildpact",Magic 2015 Core Set,62,Near Mint,English,,,,,,,,275,MythicRare,$2.85
1,1,"Jace, the Mind Sculptor",Eternal Masters,57,Near Mint,English,,,,,,,,6850,MythicRare,$69.10
1,1,"Jace, Unraveler of Secrets",Shadows over Innistrad,69,Near Mint,English,,,,,,,,675,MythicRare,$6.77
4,4,"Jace, Vryn's Prodigy",Magic Origins,60,Near Mint,English,,,,,,,,3100,MythicRare,$32.17
2,0,Jackalope Herd,Exodus,111,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Jade Leech,Invasion,190,Near Mint,English,,,,,,,,,Rare,$0.29
4,0,Jaded Response,Apocalypse,26,Near Mint,English,,,,,,,,,Common,$0.14
2,2,"Jalira, Master Polymorphist",Magic 2015 Core Set,64,Near Mint,English,,,,,,,,25,Rare,$0.26
1,0,Jalum Tome,Antiquities,19,Near Mint,English,,,,,,,,,Uncommon,$0.73
1,0,Jamuraan Lion,Visions,110,Near Mint,English,,,,,,,,,Common,$0.15
2,0,Jandor's Ring,Revised Edition,256,Near Mint,English,,,,,,,,,Rare,$0.28
1,0,Jandor's Saddlebags,Revised Edition,257,Near Mint,English,,,,,,,,,Rare,$0.29
1,0,Jangling Automaton,Weatherlight,151,Near Mint,English,,,,,,,,,Common,$0.14
33,8,Jar of Eyeballs,Dark Ascension,152,Near Mint,English,,,,,,,,25,Rare,$0.29
50,8,Jarad's Orders,Return to Ravnica,175,Near Mint,English,,,,,,,,25,Rare,$0.35
12,8,"Jarad, Golgari Lich Lord",Return to Ravnica,174,Near Mint,English,,,,,,,,100,MythicRare,$1.08
1,0,Jayemdae Tome,Revised Edition,258,Near Mint,English,,,,,,,,,Rare,$0.29
20,8,Jeering Instigator,Khans of Tarkir,113,Near Mint,English,,,,,,,,25,Rare,$0.27
79,8,Jeskai Ascendancy,Khans of Tarkir,180,Near Mint,English,,,,,,,,75,Rare,$0.76
31,8,Jeskai Infiltrator,Fate Reforged,36,Near Mint,English,,,,,,,,25,Rare,$0.28
2,0,Jester's Cap,Ice Age,299,Near Mint,English,,,,,,,,,Rare,$2.22
1,0,Jeweled Torque,Mercadian Masques,301,Near Mint,English,,,,,,,,,Uncommon,$0.17
1,0,Jhovall Queen,Mercadian Masques,25,Near Mint,English,,,,,,,,,Rare,$0.45
1,0,Jhovall Rider,Mercadian Masques,26,Near Mint,English,,,,,,,,,Uncommon,$0.17
4,0,Jilt,Apocalypse,27,Near Mint,English,,,,,,,,,Common,$0.15
1,0,Jinxed Ring,Stronghold,131,Near Mint,English,,,,,,,,,Rare,$0.33
1,0,Jolrael's Centaur,Mirage,120,Near Mint,English,,,,,,,,,Common,$0.14
4,0,"Jolrael, Empress of Beasts",Prophecy,115,Near Mint,English,,,,,,,,,Rare,$0.37
1,0,Jolt,Mirage,70,Near Mint,English,,,,,,,,,Common,$0.15
4,0,Jolting Merfolk,Nemesis,34,Near Mint,English,,,,,,,,,Uncommon,$0.21
14,8,"Jor Kadeen, the Prevailer",New Phyrexia,128,Near Mint,English,,,,,,,,25,Rare,$0.33
38,8,"Jori En, Ruin Diver",Oath of the Gatewatch,155,Near Mint,English,,,,,,,,50,Rare,$0.60
1,0,Jovial Evil,Legends,23,Near Mint,English,,,,,,,,,Rare,$5.23
5,0,Juggernaut,Revised Edition,259,Near Mint,English,,,,,,,,,Uncommon,$0.20
5,0,Jump,Revised Edition,62,Near Mint,English,,,,,,,,,Common,$0.14
7,0,Jungle Barrier,Apocalypse,106,Near Mint,English,,,,,,,,,Uncommon,$0.18
1,0,Jungle Basin,Visions,164,Near Mint,English,,,,,,,,,Uncommon,$0.30
1,0,Jungle Wurm,Mirage,122,Near Mint,English,,,,,,,,,Common,$0.14
2,0,Juniper Order Druid,Ice Age,139,Near Mint,English,,,,,,,,,Common,$0.15
2,0,Juxtapose,Legends,63,Near Mint,English,,,,,,,,,Rare,$2.18
1,1,Kaalia of the Vast,Commander,206,Played,English,,,,,,,,3400,MythicRare,$40.75
1,1,Kaalia of the Vast,Commander,206,Near Mint,English,,,,,,,,4000,MythicRare,$40.75
1,0,Kaervek's Torch,Mirage,185,Near Mint,English,,,,,,,,,Common,$0.19
1,1,"Kalitas, Traitor of Ghet",Oath of the Gatewatch,86,Near Mint,English,,,,,,,,2450,MythicRare,$24.72
2,2,Kalonian Hydra,Magic 2014 Core Set,181,Near Mint,English,,,,,,,,1050,MythicRare,$10.83
7,7,Kalonian Twingrove,Magic 2015 Core Set,182,Near Mint,English,,,,,,,,25,Rare,$0.34
1,0,"Kangee, Aerie Keeper",Invasion,253,Near Mint,English,,,,,,,,,Rare,$0.54
1,1,Karakas,Eternal Masters,240,Near Mint,English,,,,,,,,6875,MythicRare,$74.26
1,0,Karakas,Legends,248,Played,English,,,,,,,,,Uncommon,$114.18
17,8,"Karametra, God of Harvests",Born of the Gods,148,Near Mint,English,,,,,,,,325,MythicRare,$3.43
4,0,Karma,Revised Edition,210,Near Mint,English,,,,,,,,,Uncommon,$0.16
2,0,Karma,Fourth Edition,282,Near Mint,English,,,,,,,,,Uncommon,$0.19
1,0,Karplusan Forest,Ice Age,337,Near Mint,English,,,,,,,,,Rare,$7.33
1,0,Karplusan Forest,Classic Sixth Edition,326,Near Mint,English,,,,,,,,,Rare,$6.95
1,1,"Karrthus, Tyrant of Jund",Alara Reborn,117,Near Mint,English,,,,,,,,1450,MythicRare,$14.75
4,0,Kavu Aggressor,Invasion,148,Near Mint,English,,,,,,,,,Common,$0.15
5,0,Kavu Chameleon,Invasion,191,Near Mint,English,,,,,,,,,Uncommon,$0.18
4,0,Kavu Climber,Invasion,192,Near Mint,English,,,,,,,,,Common,$0.14
5,0,Kavu Glider,Apocalypse,64,Near Mint,English,,,,,,,,,Common,$0.15
7,0,Kavu Howler,Apocalypse,79,Near Mint,English,,,,,,,,,Uncommon,$0.18
1,0,Kavu Monarch,Invasion,149,Near Mint,English,,,,,,,,,Rare,$0.37
5,0,Kavu Recluse,Planeshift,64,Near Mint,English,,,,,,,,,Common,$0.14
2,0,Kavu Runner,Invasion,150,Near Mint,English,,,,,,,,,Uncommon,$0.18
4,0,Kavu Scout,Invasion,151,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Kavu Titan,Invasion,194,Near Mint,English,,,,,,,,,Rare,$0.83
1,0,Keeper of the Beasts,Exodus,112,Near Mint,English,,,,,,,,,Uncommon,$0.18
1,0,Keeper of the Flame,Exodus,85,Near Mint,English,,,,,,,,,Uncommon,$0.20
2,0,Keeper of the Mind,Exodus,36,Near Mint,English,,,,,,,,,Uncommon,$0.19
4,0,Keepers of the Faith,Legends,193,Near Mint,English,,,,,,,,,Common,$0.19
4,0,Keldon Battlewagon,Prophecy,139,Near Mint,English,,,,,,,,,Rare,$0.28
8,0,Keldon Mantle,Planeshift,65,Near Mint,English,,,,,,,,,Common,$0.14
2,0,Keldon Necropolis,Invasion,325,Near Mint,English,,,,,,,,,Rare,$0.36
1,0,Kelsinko Ranger,Ice Age,257,Near Mint,English,,,,,,,,,Common,$0.14
19,8,"Kemba, Kha Regent",Scars of Mirrodin,12,Near Mint,English,,,,,,,,50,Rare,$0.41
15,8,"Keranos, God of Storms",Journey into Nyx,151,Near Mint,English,,,,,,,,1150,MythicRare,$11.72
41,8,Kessig Cagebreakers,Innistrad,189,Near Mint,English,,,,,,,,25,Rare,$0.31
1,1,Kessig Wolf Run,Innistrad,243,Near Mint,English,,,,,,,,225,Rare,$2.28
1,0,Kezzerdrix,Tempest,33,Near Mint,English,,,,,,,,,Rare,$0.29
36,8,Kheru Lich Lord,Khans of Tarkir,182,Near Mint,English,,,,,,,,25,Rare,$0.28
30,8,Kheru Spellsnatcher,Khans of Tarkir,45,Near Mint,English,,,,,,,,25,Rare,$0.27
3,3,"Kiki-Jiki, Mirror Breaker",Modern Masters 2015 Edition,121,Near Mint,English,,,,,,,,1525,MythicRare,$16.13
2,0,Kill Switch,Nemesis,133,Near Mint,English,,,,,,,,,Rare,$0.38
1,0,Killer Whale,Exodus,37,Near Mint,English,,,,,,,,,Uncommon,$0.20
11,8,Killing Wave,Avacyn Restored,111,Near Mint,English,,,,,,,,100,Rare,$0.92
1,0,King Cheetah,Visions,60,Near Mint,English,,,,,,,,,Common,$0.15
1,0,King Crab,Urza's Legacy,34,Near Mint,English,,,,,,,,,Uncommon,$0.18
13,8,"King Macar, the Gold-Cursed",Journey into Nyx,74,Near Mint,English,,,,,,,,25,Rare,$0.27
34,8,"Kiora, Master of the Depths",Battle for Zendikar,213,Near Mint,English,,,,,,,,275,MythicRare,$3.03
8,8,"Kiora, the Crashing Wave",Born of the Gods,149,Near Mint,English,,,,,,,,275,MythicRare,$2.98
2,2,"Kira, Great Glass-Spinner",Modern Masters,49,Near Mint,English,,,,,,,,1525,Rare,$15.66
1,1,"Kira, Great Glass-Spinner",Betrayers of Kamigawa,40,Near Mint,English,,,,,,,,1650,Rare,$15.66
1,0,Kismet,Fourth Edition,283,Near Mint,English,,,,,,,,,Uncommon,$0.24
2,2,Kitchen Finks,Modern Masters,190,Near Mint,English,,,,,,,,1475,Uncommon,$14.15
1,1,Kitchen Finks,Shadowmoor,229,Near Mint,English,,,,,,,,1500,Uncommon,$14.97
2,0,Kithkin Armor,Weatherlight,135,Near Mint,English,,,,,,,,,Common,$0.16
2,0,Kjeldoran Dead,Ice Age,25,Near Mint,English,,,,,,,,,Common,$0.16
1,0,Kjeldoran Guard,Ice Age,259,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Kjeldoran Warrior,Ice Age,265,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Knight of the Mists,Visions,36,Near Mint,English,,,,,,,,,Common,$0.15
1,1,Knight of the Reliquary,Conflux,113,Near Mint,English,,,,,,,,1150,Rare,$11.67
9,8,Knight of the White Orchid,Magic Origins,21,Near Mint,English,,,,,,,,325,Rare,$3.31
1,0,Knight of Valor,Visions,111,Near Mint,English,,,,,,,,,Common,$0.15
1,0,Knights of Thorn,The Dark,84,Near Mint,English,,,,,,,,,Rare,$0.87
7,7,Knowledge Pool,Mirrodin Besieged,111,Near Mint,English,,,,,,,,25,Rare,$0.28
1,0,Knowledge Vault,Legends,225,Near Mint,English,,,,,,,,,Rare,$4.05
5,5,Kolaghan's Command,Dragons of Tarkir,224,Near Mint,English,,,,,,,,975,Rare,$9.41
44,8,"Kolaghan, the Storm's Fury",Fate Reforged,155,Near Mint,English,,,,,,,,50,Rare,$0.56
1,0,Kookus,Visions,86,Near Mint,English,,,,,,,,,Rare,$0.32
2,0,Kor Haven,Nemesis,141,Near Mint,English,,,,,,,,,Rare,$7.30
2,2,Kor Spiritdancer,Planechase 2012,9,Near Mint,English,,,,,,,,1325,Rare,$13.34
4,4,Kor Spiritdancer,Rise of the Eldrazi,31,Near Mint,English,,,,,,,,1225,Rare,$12.77
1,0,Kormus Bell,Revised Edition,260,Near Mint,English,,,,,,,,,Rare,$0.30
1,0,Koskun Keep,Homelands,139,Near Mint,English,,,,,,,,,Uncommon,$0.21
26,8,"Kothophed, Soul Hoarder",Magic Origins,104,Near Mint,English,,,,,,,,25,Rare,$0.41
3,3,"Kozilek, Butcher of Truth",Modern Masters 2015 Edition,5,Near Mint,English,,,,,,,,2025,MythicRare,$20.86
12,8,"Kozilek, the Great Distortion",Oath of the Gatewatch,4,Near Mint,English,,,,,,,,475,MythicRare,$5.02
4,0,Kris Mage,Mercadian Masques,195,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Krovikan Sorcerer,Ice Age,81,Near Mint,English,,,,,,,,,Common,$0.14
4,0,Krovikan Vampire,Ice Age,29,Near Mint,English,,,,,,,,,Uncommon,$0.29
3,3,Kruin Outlaw,Innistrad,152,Near Mint,English,,,,,,,,200,Rare,$1.99
15,8,"Kruphix, God of Horizons",Journey into Nyx,152,Near Mint,English,,,,,,,,650,MythicRare,$6.55
2,0,Kry Shield,Legends,227,Near Mint,English,,,,,,,,,Uncommon,$0.39
2,0,Kudzu,Revised Edition,112,Near Mint,English,,,,,,,,,Rare,$0.31
1,0,Kukemssa Pirates,Mirage,71,Near Mint,English,,,,,,,,,Rare,$0.39
3,3,Kuldotha Forgemaster,Scars of Mirrodin,169,Near Mint,English,,,,,,,,225,Rare,$2.26
11,8,Kuldotha Phoenix,Scars of Mirrodin,95,Near Mint,English,,,,,,,,25,Rare,$0.28
3,3,"Kurkesh, Onakke Ancient",Magic 2015 Core Set,153,Near Mint,English,,,,,,,,25,Rare,$0.27
1,0,Kyren Archive,Mercadian Masques,302,Near Mint,English,,,,,,,,,Rare,$0.29
4,0,Kyren Glider,Mercadian Masques,196,Near Mint,English,,,,,,,,,Common,$0.14
2,0,Kyren Legate,Mercadian Masques,197,Near Mint,English,,,,,,,,,Uncommon,$0.21
1,0,Kyren Negotiations,Mercadian Masques,198,Near Mint,English,,,,,,,,,Uncommon,$0.22
4,0,Kyren Sniper,Mercadian Masques,199,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Kyren Toy,Mercadian Masques,303,Near Mint,English,,,,,,,,,Rare,$0.37
41,8,Kytheon's Irregulars,Magic Origins,24,Near Mint,English,,,,,,,,25,Rare,$0.27
1,1,"Kytheon, Hero of Akros",Magic Origins,23,Near Mint,Japanese,,,,,,,,1150,MythicRare,$10.02
1,1,"Kytheon, Hero of Akros",Magic Origins,23,Near Mint,Korean,,,,,,,,1250,MythicRare,$10.02
1,0,Lab Rats,Stronghold,11,Near Mint,English,,,,,,,,,Common,$0.18
6,6,Laboratory Maniac,Innistrad,61,Near Mint,English,,,,,,,,300,Rare,$3.09
50,8,Labyrinth Champion,Theros,126,Near Mint,English,,,,,,,,25,Rare,$0.27
7,0,Laccolith Grunt,Nemesis,87,Near Mint,English,,,,,,,,,Common,$0.14
8,0,Laccolith Rig,Nemesis,88,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Laccolith Titan,Nemesis,89,Near Mint,English,,,,,,,,,Rare,$0.32
2,0,Laccolith Warrior,Nemesis,90,Near Mint,English,,,,,,,,,Uncommon,$0.21
10,0,Laccolith Whelp,Nemesis,91,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Lady Caleria,Legends,279,Near Mint,English,,,,,,,,,Rare,$4.56
2,0,Lance,Revised Edition,211,Near Mint,English,,,,,,,,,Uncommon,$0.16
2,0,Land Cap,Ice Age,338,Near Mint,English,,,,,,,,,Rare,$0.32
4,0,Land Grant,Mercadian Masques,255,Near Mint,English,,,,,,,,,Common,$0.38
5,0,Land Leeches,The Dark,42,Near Mint,English,,,,,,,,,Common,$0.14
2,2,Land Tax,Fourth Edition,284,Near Mint,English,,,,,,,,1325,Rare,$13.36
3,0,Land's Edge,Legends,155,Near Mint,English,,,,,,,,,Rare,$14.03
1,1,Languish,Magic Origins,105,Near Mint,English,,,,,,,,525,Rare,$5.51
26,8,Lantern Scout,Battle for Zendikar,37,Near Mint,English,,,,,,,,75,Rare,$0.76
1,0,Lapis Lazuli Talisman,Ice Age,302,Near Mint,English,,,,,,,,,Uncommon,$0.19
1,0,Larceny,Mercadian Masques,143,Near Mint,English,,,,,,,,,Uncommon,$0.21
7,0,Lashknife,Nemesis,9,Near Mint,English,,,,,,,,,Common,$0.14
3,0,Lashknife Barrier,Planeshift,9,Near Mint,English,,,,,,,,,Uncommon,$0.21
4,4,Lashwrithe,New Phyrexia,143,Near Mint,English,,,,,,,,50,Rare,$0.47
2,0,Last Breath,Mercadian Masques,27,Near Mint,English,,,,,,,,,Uncommon,$0.25
4,0,Last Caress,Apocalypse,41,Near Mint,English,,,,,,,,,Common,$0.14
6,0,Latulla's Orders,Prophecy,96,Near Mint,English,,,,,,,,,Common,$0.14
2,0,Launch,Urza's Saga,82,Near Mint,English,,,,,,,,,Common,$0.16
11,8,Launch the Fleet,Journey into Nyx,15,Near Mint,English,,,,,,,,75,Rare,$0.67
4,0,Lava Axe,Urza's Legacy,84,Near Mint,English,,,,,,,,,Common,$0.15
6,0,Lava Zombie,Planeshift,113,Near Mint,English,,,,,,,,,Common,$0.14
46,8,Lavinia of the Tenth,Dragon's Maze,80,Near Mint,English,,,,,,,,25,Rare,$0.25
12,0,Lawbringer,Nemesis,10,Near Mint,English,,,,,,,,,Common,$0.14
4,0,Lay of the Land,Apocalypse,81,Near Mint,English,,,,,,,,,Common,$0.16
7,7,"Lazav, Dimir Mastermind",Gatecrash,174,Near Mint,English,,,,,,,,250,MythicRare,$2.73
1,0,Lead-Belly Chimera,Visions,148,Near Mint,English,,,,,,,,,Uncommon,$0.20
2,0,Leap,Stronghold,35,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Leering Gargoyle,Mirage,331,Near Mint,English,,,,,,,,,Rare,$0.31
11,8,Legion's Initiative,Dragon's Maze,81,Near Mint,English,,,,,,,,150,MythicRare,$1.60
2,0,Legions of Lim-Dûl,Ice Age,30,Near Mint,English,,,,,,,,,Common,$0.11
10,8,Leonin Arbiter,Scars of Mirrodin,14,Near Mint,English,,,,,,,,475,Rare,$4.73
1,0,Lesser Gargadon,Prophecy,97,Near Mint,English,,,,,,,,,Uncommon,$0.20
1,0,Lesser Werewolf,Legends,24,Near Mint,English,,,,,,,,,Uncommon,$0.71
1,0,Lesser Werewolf,Legends,24,Good (Lightly Played),English,,,,,,,,,Uncommon,$0.71
1,0,Leviathan,The Dark,29,Near Mint,English,,,,,,,,,Rare,$0.90
1,0,Levitation,Urza's Legacy,35,Near Mint,English,,,,,,,,,Uncommon,$0.18
1,0,Ley Line,Mercadian Masques,256,Near Mint,English,,,,,,,,,Uncommon,$0.18
4,0,Library of Leng,Revised Edition,261,Near Mint,English,,,,,,,,,Uncommon,$0.30
1,0,Lich,Unlimited Edition,22,Near Mint,English,,,,,,,,,Rare,$31.36
4,0,Liege of the Hollows,Weatherlight,73,Near Mint,English,,,,,,,,,Rare,$0.83
7,0,Life // Death,Apocalypse,130,Near Mint,English,,,,,,,,,Uncommon,$0.26
5,0,Life Chisel,Legends,228,Near Mint,English,,,,,,,,,Uncommon,$0.84
1,0,Life Matrix,Legends,229,Near Mint,English,,,,,,,,,Rare,$3.72
5,5,Life's Finale,New Phyrexia,65,Near Mint,English,,,,,,,,175,Rare,$1.74
13,8,Life's Legacy,Magic 2015 Core Set,183,Near Mint,English,,,,,,,,50,Rare,$0.39
10,8,Lifebane Zombie,Magic 2014 Core Set,101,Near Mint,English,,,,,,,,50,Rare,$0.57
3,0,Lifeforce,Revised Edition,114,Near Mint,English,,,,,,,,,Uncommon,$0.19
1,0,Lifelace,Fourth Edition,142,Near Mint,English,,,,,,,,,Rare,$0.27
2,0,Lifeline,Urza's Saga,299,Near Mint,English,,,,,,,,,Rare,$3.77
2,0,Lifetap,Revised Edition,63,Near Mint,English,,,,,,,,,Uncommon,$0.16
8,0,Lightbringer,Nemesis,11,Near Mint,English,,,,,,,,,Common,$0.14
4,0,Lightning Bolt,Revised Edition,161,Near Mint,English,,,,,,,,,Common,$2.46
2,0,Lightning Bolt,Revised Edition,161,Near Mint,English,,,,,,,,,Common,$2.46
4,0,Lightning Bolt,Fourth Edition,226,Near Mint,English,,,,,,,,,Common,$2.22
1,0,Lightning Elemental,Tempest,186,Near Mint,English,,,,,,,,,Common,$0.14
4,0,Lightning Hounds,Mercadian Masques,201,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Lightning Reflexes,Mirage,186,Near Mint,English,,,,,,,,,Common,$0.13
18,8,Liliana's Reaver,Magic 2014 Core Set,103,Near Mint,English,,,,,,,,50,Rare,$0.53
1,0,Lilting Refrain,Urza's Saga,83,Near Mint,English,,,,,,,,,Uncommon,$0.24
1,0,Lim-Dûl's Cohort,Ice Age,33,Near Mint,English,,,,,,,,,Common,$0.10
1,0,"Lin Sivvi, Defiant Hero",Nemesis,12,Near Mint,English,,,,,,,,,Rare,$1.23
10,8,"Linvala, the Preserver",Oath of the Gatewatch,25,Near Mint,English,,,,,,,,300,MythicRare,$2.93
3,3,Livewire Lash,Scars of Mirrodin,172,Near Mint,English,,,,,,,,50,Rare,$0.40
4,0,Living Airship,Apocalypse,28,Near Mint,English,,,,,,,,,Common,$0.15
1,0,Living Armor,The Dark,101,Good (Lightly Played),English,,,,,,,,,Uncommon,$0.18
2,0,Living Armor,The Dark,101,Near Mint,English,,,,,,,,,Uncommon,$0.18
1,1,Living End,Time Spiral,115,Near Mint,English,,,,,,,,1400,Rare,$14.92
33,8,Living Lore,Dragons of Tarkir,61,Near Mint,English,,,,,,,,50,Rare,$0.33
1,0,Living Plane,Legends,107,Near Mint,English,,,,,,,,,Rare,$47.00
3,0,Living Wall,Revised Edition,262,Near Mint,English,,,,,,,,,Uncommon,$0.23
4,0,Llanowar Cavalry,Invasion,195,Near Mint,English,,,,,,,,,Common,$0.14
4,0,Llanowar Dead,Apocalypse,109,Near Mint,English,,,,,,,,,Common,$0.18
1,0,Llanowar Druid,Weatherlight,75,Near Mint,English,,,,,,,,,Common,$0.18
3,0,Llanowar Elite,Invasion,196,Near Mint,English,,,,,,,,,Common,$0.16
14,0,Llanowar Elves,Revised Edition,118,Near Mint,English,,,,,,,,,Common,$0.19
1,0,Llanowar Elves,Classic Sixth Edition,239,Near Mint,English,,,,,,,,,Common,$0.22
4,0,Llanowar Knight,Invasion,254,Near Mint,English,,,,,,,,,Common,$0.14
1,0,Llanowar Sentinel,Weatherlight,76,Near Mint,English,,,,,,,,,Common,$0.16
3,0,Llanowar Vanguard,Invasion,197,Near Mint,English,,,,,,,,,Common,$0.14
6,6,Llanowar Wastes,Magic 2015 Core Set,244,Near Mint,English,,,,,,,,200,Rare,$2.25
28,8,Llanowar Wastes,Magic Origins,248,Near Mint,English,,,,,,,,175,Rare,$1.82
1,0,Lobotomy,Invasion,255,Near Mint,English,,,,,,,,,Uncommon,$0.26
39,8,Lone Revenant,Avacyn Restored,64,Near Mint,English,,,,,,,,25,Rare,$0.30
2,0,Lone Wolf,Urza's Legacy,105,Near Mint,English,,,,,,,,,Uncommon,$0.18
